Site Location, Population estimate * ,Country,ISO 3 code,Country Region,continent,Latitude,Longitude,Site typology,PM10 µgm-3 *,PM2.5 µgm-3 *,Methodology,Reference author,Reference year,Study year,Season,SEA SALT%,DUST%,TRAFFIC%,INDUSTRY%,BIOM. BURN./RES.%,OTHER (unspecified-human origin)%
Cairo," 91,20,000 ",Egypt,EGY,Northern Africa,AF,30.06,31.25,urban,,51,PCA,Boman56,2012,2010/2011,year,,55.7,8.9,18.0,5.7,11.7
Cairo," 91,20,000 ",Egypt,EGY,Northern Africa,AF,30.06,31.25,urban,,86,CMB,ESMAP report4,2011,1999/2002,year,2.0,7.0,22.0,13.0,30.0,26.0
Cairo," 91,20,000 ",Egypt,EGY,Northern Africa,AF,30.06,31.25,urban,187,,CMB,ESMAP report4,2011,1999/2002,year,2.0,33.0,9.0,11.0,28.0,17.0
Qalabotjha," 16,028 ",South Africa,ZAF,Southern Africa,AF,-27.02,28.62,urban,,113,CMB,ESMAP report4,2011,1997,winter,,11.0,,2.0,63.0,24.0
Qalabotjha," 16,028 ",South Africa,ZAF,Southern Africa,AF,-27.02,28.62,urban,124,,CMB,ESMAP report4,2011,1997,winter,,1.0,,1.0,75.0,23.0
Dhaka," 70,01,000 ",Bangladesh,BGD,Southern Asia,AF,23.71,90.41,residential,,22,PMF,Begum34,2005,2001/2002,year,1.0,10.2,67.0,10.0,11.9,0.0
Rajshahi," 7,75,450 ",Bangladesh,BGD,Southern Asia,AF,24.37,82.60,urban,,22,PMF,Begum34,2005,2001/2002,year,14.0,1.9,33.8,,50.3,0.0
Lahore," 51,43,000 ",Pakistan,PAK,Southern Asia,AF,31.55,74.34,urban,,192,PMF,Lodhi37,2009,2005/2006,year,,18.0,5.0,26.0,,51.0
Karachi," 93,39,000 ",Pakistan,PAK,Southern Asia,AF,24.85,67.03,urban,,79,PMF,Mansha38,2012,2006/2008,year,,,35.1,53.7,,11.2
Lahore," 51,43,000 ",Pakistan,PAK,Southern Asia,AF,31.55,74.34,urban,,190,PMF,Raja41,2010,2005/2006,winter,,,36.0,19.0,14.8,30.2
Colombo," 6,42,163 ",Sri Lanka,LKA,Southern Asia,AF,6.82,79.85,urban,,29,PMF,Seneviratne42,2011,2000/2005,year,4.0,,75.0,,21.0,0.0
Urumqi," 31,10,000 ",China,CHN,Southern China,AF,43.83,87.62,urban,141,,CMB,Bi13,2007,1999/2002,year,,8.0,40.0,28.0,,24.0
Hong Kong," 71,88,000 ",China,HKG,Southern China,AF,22.30,114.17,urban,,56,PMF,Cheng14,2014,2004/2005,year,6.0,,30.0,14.0,23.0,27.0
Qingyuan," 36,98,000 ",China,CHN,Southern China,AF,23.68,113.06,indu-residential,,83,PMF,Huang17,2013,2009/2010,year,,8.1,15.4,26.6,15.4,34.5
Hanzhou," 62,42,000 ",China,CHN,Southern China,AF,30.28,120.16,urban,,108,PMF,Liu21,2014,2004/2005,year,,,27.0,44.7,,28.3
Fushun," 21,38,000 ",China,CHN,Southern China,AF,41.87,123.92,urban,161,,CMB,Ni22,2012,2001/2005,year,,38.0,5.2,35.8,,21.0
Shanghai," 1,43,50,000 ",China,CHN,Southern China,AF,31.23,121.47,urban-coastal,,147,PMF,Wang26,2007,2004,spring,8.9,37.4,27.0,,,26.7
Panzhihua," 12,14,000 ",China,CHN,Southern China,AF,26.58,101.72,industrial,137,,CMB,Xue28,2010,2007,year,,,13.7,45.3,,41.0
Hong Kong," 71,88,000 ",China,HKG,Southern China,AF,22.34,114.11,urban,36,,UNMIX,Yuan30,2006,1998/2002,year,22.0,7.0,26.0,23.0,,22.0
Hong Kong," 71,88,000 ",China,HKG,Southern China,AF,22.34,114.11,urban,36,,PMF,Yuan30,2006,1998/2002,year,14.0,5.0,25.0,10.0,9.0,37.0
Lijian," 12,44,000 ",China,CHN,Southern China,AF,26.85,100.22,urban,,5,PCA,Zhang32,2013,2009,spring,,33.2,25.9,,29.0,11.9
Taipei," 26,19,000 ",Taiwan,TWN,Southern China,AF,25.09,121.56,urban,,25,PCA,Liang20,2013,2009,spring,,,65.0,29.0,,6.0
Taipei," 26,19,000 ",Taiwan,TWN,Southern China,AF,25.09,121.56,urban,,150,PCA,Liang20,2013,2009,spring,,24.0,64.0,,,12.0
Ikoyi," 51,95,000 ",Africa,NGA,Western Africa,AF,6.46,3.60,urban,92,,CMB,Oluyemi124,2001,1989/1991,year,24.4,,57.6,4.5,,13.5
Ikeja," 3,13,000 ",Africa,NGA,Western Africa,AF,6.58,3.33,industrial,176,,CMB,Oluyemi124,2001,1989/1991,year,27.8,,33.6,7.4,,31.2
Yaba," 51,95,000 ",Africa,NGA,Western Africa,AF,6.51,3.38,residential,188,,CMB,Oluyemi124,2001,1989/1991,year,34.2,,39.0,7.8,,19.0
Accra," 16,58,900 ",Africa,GHA,Western Africa,AF,5.55,-0.20,urban,,66,PMF,"Zhou122,123",2013,2006/2007,year,,17.0,22.5,,50.5,10.0
Graz-Don Bosco," 2,65,318 ",Austria,AUT,Western Europe,AF,47.06,15.42,urban,44,,CMB,AQUELLA134,2007,2004,year,1.8,25.0,15.0,,15.5,42.7
Hartberg," 6,634 ",Austria,AUT,Western Europe,AF,47.28,15.97,residential alpine,50,,CMB,AQUELLA134,2007,2004,year,1.0,38.0,4.5,,19.7,36.8
Koeflach," 9,953 ",Austria,AUT,Western Europe,AF,47.06,15.08,residential alpine,57,,CMB,AQUELLA134,2007,2004,year,6.0,24.3,5.7,,25.7,38.3
Linz," 1,91,107 ",Austria,AUT,Western Europe,AF,48.31,14.29,industrial,21,,APCS,"Astel136,137",2010,2006,year,,,61.7,29.0,,9.3
Vienna," 17,31,000 ",Austria,AUT,Western Europe,AF,48.21,16.37,urban,22,,APCS,"Astel136,137",2010,2006,year,,16.0,50.7,,,33.3
Antwerp," 4,80,000 ",Belgium,BEL,Western Europe,AF,51.22,4.40,urban,,12,FA,Van Borm217,1987,1986,winter,47.0,,21.0,16.5,,15.5
Dunkirk," 94,446 ",France,FRA,Western Europe,AF,51.03,2.38,ind-harbor,25,,PMF,Alleman125,2010,2003/5,year,12.0,11.0,28.0,37.0,,12.0
Toulouse," 8,92,100 ",France,FRA,Western Europe,AF,43.61,1.44,urban,13,,PCA,Calvo141,2008,2004/5,year,13.0,25.0,34.0,9.0,,19.0
Marseille," 8,51,400 ",France,FRA,Western Europe,AF,43.30,5.37,urban,,20,CMB,El Haddad147,2011,2008,summer,1.3,,17.0,,,81.7
Malraux road tunnel ," 10,00,000 ",France,FRA,Western Europe,AF,43.70,7.27,urban traffic,,53,PMF,Fabretti148,2009,2006/7,year,,,100.0,,,0.0
Ile de France," 22,21,000 ",France,FRA,Western Europe,AF,48.86,2.35,urban,,14,PMF,AIRPARIF/LASCE204,2012,2009/2010,year,4.0,,14.0,11.0,20.0,51.0
Lens," 36,540 ",France,FRA,Western Europe,AF,50.42,2.35,urban,21,,PMF,Waked198,2014,2011/2012,year,27.0,13.0,6.0,4.0,13.0,37.0
Paris," 22,21,000 ",France,FRA,Western Europe,AF,48.86,2.35,urban,,14,LENSCHOW,AIRPARIF/LSCE220,2011,2009/2010,year,4.0,,14.0,11.0,20.0,51.0
Paris," 22,21,000 ",France,FRA,Western Europe,AF,48.86,2.35,urban,,14,PMF,AIRPARIF/LSCE220,2011,2009/2011,year,5.0,,18.0,12.0,14.0,51.0
Munster," 2,91,700 ",Germany,DEU,Western Europe,AF,51.96,7.63,urban,22,,PMF,Gietl150,2009,2006/7,year,9.6,,28.4,24.3,,37.7
Augsburg," 2,66,647 ",Germany,DEU,Western Europe,AF,48.37,10.89,urban,32,,PMF,Gu152,2011,2006/7,winter,6.6,20.0,16.6,,13.2,43.6
Berlin," 35,00,000 ",Germany,DEU,Western Europe,AF,52.52,13.41,urban,52,,LENSCHOW,Lenschow164,2001,1999,year,,19.0,53.6,16.7,7.8,2.9
Erfurt," 2,06,384 ",Germany,DEU,Western Europe,AF,50.97,11.02,urban,,16,APCS,"Vallius189,190",2005,1998/9,year,,21.0,36.0,8.0,,35.0
Erfurt," 2,06,384 ",Germany,DEU,Western Europe,AF,50.97,11.02,urban,19,,PMF,Yue202,2008,1997/2001,year,,8.0,43.0,17.0,,32.0
North Rhine," 1,78,40,000 ",Germany,DEU,Western Europe,AF,50.65,6.27,rural,13,,PMF,Beuck207,2011,2008/2009,year,10.0,10.0,2.0,25.0,7.0,46.0
Ruhr area," 53,00,000 ",Germany,DEU,Western Europe,AF,51.45,6.85,urban,26,,PMF,Beuck207,2011,2008/2009,year,9.0,14.0,8.0,29.0,6.0,34.0
Basel," 1,65,489 ",Switzerland,CHE,Western Europe,AF,47.56,7.59,residential,,19,PCA,Ilacqua157,2007,1997/8,year,2.7,7.7,51.5,,,38.1
Zurich," 3,66,765 ",Switzerland,CHE,Western Europe,AF,47.38,8.53,urban,,21,PMF,Richard210,2011,2008/2009,year,6.0,11.0,9.0,2.0,2.0,70.0
Amsterdam," 7,79,808 ",The Netherlands,NLD,Western Europe,AF,52.37,4.89,urban,,17,APCS,"Vallius189,190",2005,1998/9,year,2.0,6.9,30.0,20.0,,41.1
Amsterdam," 7,79,808 ",The Netherlands,NLD,Western Europe,AF,52.37,4.89,urban,,17,ME,"Yli-Tuomi200,201",2007,1998/9,year,3.0,4.0,10.0,34.0,,49.0
Mumbai," 1,19,80,000 ",India,IND,India,AS,19.02,72.86,residential,,55,CMB,ESMAP report4,2011,2001,year,,,50.6,2.5,22.0,24.9
Delhi," 98,79,000 ",India,IND,India,AS,28.64,77.22,residential,,140,CMB,ESMAP report4,2011,2001,year,,,41.5,3.5,18.3,36.8
Kolkata," 45,73,000 ",India,IND,India,AS,22.57,88.36,residential,,166,CMB,ESMAP report4,2011,2001,year,,,55.0,5.8,23.0,16.3
Hyderabad," 36,37,000 ",India,IND,India,AS,17.39,78.49,urban,,50,CMB,Gummeneni35,2011,2004/2005,year,,26.0,31.0,22.0,,21.0
Hyderabad," 36,37,000 ",India,IND,India,AS,17.39,78.49,urban,135,,CMB,Gummeneni35,2011,2004/2005,year,,40.0,22.0,28.0,,10.0
Hyderabad," 36,37,000 ",India,IND,India,AS,17.39,78.49,urban,,54,CMB,Guttikunda36,2012,2006/2010,year,,,58.1,17.3,13.0,11.6
Hyderabad," 36,37,000 ",India,IND,India,AS,17.39,78.49,urban,114,,CMB,Guttikunda36,2012,2006/2010,year,,,77.1,10.5,6.2,6.2
Kanpur," 25,51,000 ",India,IND,India,AS,26.46,80.32,urban,228,,PMF,Mehta39,2009,2004,winter,19.0,22.5,,,25.0,33.5
Nagpur," 20,52,000 ",India,IND,India,AS,21.15,79.09,urban,,83,CMB,Pipalatkar40,2014,2009/2010,fall,,8.3,64.3,,11.0,16.4
Ahmedabad," 35,20,000 ",India,IND,India,AS,23.03,72.53,urban,,54,PMF,Sudheer43,2012,2006/2007,winter,,10.0,15.0,42.0,33.0,0.0
Akagi, < 50 ,Japan,JPN,Japan,AS,36.50,139.20,remote,,9,CMB,Iijima44,2008,2003/2006,year,,80.0,0.2,11.6,,8.2
Maebashi," 3,40,921 ",Japan,JPN,Japan,AS,36.40,139.10,suburban,,9,CMB,Iijima44,2008,2003/2006,year,,54.4,0.5,43.0,,2.1
Tokyo," 1,33,50,000 ",Japan,JPN,Japan,AS,35.70,139.70,urban,,9,CMB,Iijima44,2008,2003/2006,year,,30.0,45.0,25.0,,0.0
Incheon," 25,31,000 ",Korea,KOR,Korea region,AS,37.28,126.39,urban,,38,PMF,Choi45,2013,2009/2010,year,5.9,6.1,23.0,14.6,6.1,44.3
Daejeon," 14,43,000 ",Korea,KOR,Korea region,AS,36.35,127.38,industrial,86,,PMF,Lim46,2010,2000/2002,year,,16.0,21.0,17.0,3.0,43.0
Jeju Island," 6,05,524 ",Korea,KOR,Korea region,AS,33.28,126.17,remote,,23,PMF,Moon47,2008,2001/2003,year,2.8,8.4,10.3,16.1,7.1,55.3
Seoul," 98,20,000 ",Korea,KOR,Korea region,AS,37.57,126.98,urban,,42,PCA-MLR,Park48,2005,1998/1999,year,,9.2,22.0,14.6,,54.2
Seoul," 98,20,000 ",Korea,KOR,Korea region,AS,37.57,126.98,urban,,42,CMB,Park48,2005,1998/1999,year,1.3,13.0,25.0,17.2,4.0,39.5
Jinan," 30,00,000 ",China,CHN,Northern China,AS,36.66,116.99,urban,115,,CMB,Bi13,2007,1999/2002,year,,22.0,39.0,19.0,,20.0
Tianjin," 74,99,000 ",China,CHN,Northern China,AS,39.12,117.21,urban,123,,CMB,Bi13,2007,1999/2002,year,,11.0,47.0,16.0,,26.0
Yinchuan," 8,07,000 ",China,CHN,Northern China,AS,38.49,106.23,urban,133,,CMB,Bi13,2007,1999/2002,year,,3.0,66.0,23.0,,8.0
Anyang," 51,72,000 ",China,CHN,Northern China,AS,35.20,113.63,urban,145,,CMB,Bi13,2007,1999/2002,year,,9.0,45.0,18.0,,28.0
Taiyuan," 43,30,000 ",China,CHN,Northern China,AS,37.87,112.55,urban,186,,CMB,Bi13,2007,1999/2002,year,,9.0,47.0,18.0,,26.0
Zhengzhou," 86,26,000 ",China,CHN,Northern China,AS,34.80,113.52,urban,,175,PCA,Geng16,2013,2010,year,,36.2,10.0,12.0,25.3,16.6
Tianjin," 74,99,000 ",China,CHN,Northern China,AS,39.12,117.21,coastal,,120,PCA,Kong18,2010,2007/2008,year,15.0,9.3,21.6,,7.4,46.7
Tianjin," 74,99,000 ",China,CHN,Northern China,AS,39.12,117.21,coastal,,120,CMB,Kong18,2010,2007/2008,year,7.0,10.0,34.0,16.0,,33.0
Tianjin," 74,99,000 ",China,CHN,Northern China,AS,39.12,117.21,coastal,209,,CMB,Kong18,2010,2007/2008,year,2.0,18.0,20.0,30.0,,30.0
Tianjin," 74,99,000 ",China,CHN,Northern China,AS,39.12,117.21,coastal,209,,PCA,Kong18,2010,2007/2008,year,11.9,24.3,9.5,11.3,,43.0
Xiamen," 20,53,000 ",China,CHN,Northern China,AS,24.36,118.03,rural,81,,CMB,Li19,2013,2008/2009,year,3.5,22.0,13.5,30.0,1.7,29.3
